Nama Pengguna,Skor (Bintang),Ulasan Teks,Tanggal Ulasan,Balasan Pengembang,Jumlah Like,ID Ulasan,Case Folding,Tokens,Stemmed,Filtered,Filtered_Text,Bigrams,Trigrams
Bang Tedy,1,"sinyal lancar,internet lancar, tapi ngestuck di lobby gabisa dipake buat nonton, padahal pembayaran lancar",2025-09-06 05:48:51,,0,cbe73776-b82e-4dbb-a1d2-1783af223ddd,"sinyal lancar,internet lancar, tapi ngestuck di lobby gabisa dipake buat nonton, padahal pembayaran lancar","['sinyal', 'lancar', ',', 'internet', 'lancar', ',', 'tapi', 'ngestuck', 'di', 'lobby', 'gabisa', 'dipake', 'buat', 'nonton', ',', 'padahal', 'pembayaran', 'lancar']","['sinyal', 'lancar', ',', 'internet', 'lancar', ',', 'tapi', 'ngestuck', 'di', 'lobbi', 'gabisa', 'dipak', 'buat', 'nonton', ',', 'padah', 'pembayaran', 'lancar']","['sinyal', 'lancar', 'internet', 'lancar', 'tapi', 'ngestuck', 'di', 'lobbi', 'gabisa', 'dipak', 'buat', 'nonton', 'padah', 'pembayaran', 'lancar']",sinyal lancar internet lancar tapi ngestuck lobbi gabisa dipak buat nonton padah pembayaran lancar,"[('sinyal', 'lancar'), ('lancar', 'internet'), ('internet', 'lancar'), ('lancar', 'tapi'), ('tapi', 'ngestuck'), ('ngestuck', 'di'), ('di', 'lobbi'), ('lobbi', 'gabisa'), ('gabisa', 'dipak'), ('dipak', 'buat'), ('buat', 'nonton'), ('nonton', 'padah'), ('padah', 'pembayaran'), ('pembayaran', 'lancar')]","[('sinyal', 'lancar', 'internet'), ('lancar', 'internet', 'lancar'), ('internet', 'lancar', 'tapi'), ('lancar', 'tapi', 'ngestuck'), ('tapi', 'ngestuck', 'di'), ('ngestuck', 'di', 'lobbi'), ('di', 'lobbi', 'gabisa'), ('lobbi', 'gabisa', 'dipak'), ('gabisa', 'dipak', 'buat'), ('dipak', 'buat', 'nonton'), ('buat', 'nonton', 'padah'), ('nonton', 'padah', 'pembayaran'), ('padah', 'pembayaran', 'lancar')]"
F ASK,1,"semakin buruk, harusnya ada peningkatan dari film dan layanan",2025-09-06 04:41:49,,0,17520179-e9b0-4b8c-8db3-5e255a33f639,"semakin buruk, harusnya ada peningkatan dari film dan layanan","['semakin', 'buruk', ',', 'harusnya', 'ada', 'peningkatan', 'dari', 'film', 'dan', 'layanan']","['semakin', 'buruk', ',', 'harusnya', 'ada', 'peningkatan', 'dari', 'film', 'dan', 'layanan']","['semakin', 'buruk', 'harusnya', 'ada', 'peningkatan', 'dari', 'film', 'dan', 'layanan']",semakin buruk harusnya ada peningkatan dari film dan layanan,"[('semakin', 'buruk'), ('buruk', 'harusnya'), ('harusnya', 'ada'), ('ada', 'peningkatan'), ('peningkatan', 'dari'), ('dari', 'film'), ('film', 'dan'), ('dan', 'layanan')]","[('semakin', 'buruk', 'harusnya'), ('buruk', 'harusnya', 'ada'), ('harusnya', 'ada', 'peningkatan'), ('ada', 'peningkatan', 'dari'), ('peningkatan', 'dari', 'film'), ('dari', 'film', 'dan'), ('film', 'dan', 'layanan')]"
Cyntia Melyana,1,payah udah berlangganan satu tahun tp ada episode yang gabisa di tonton di drama the fiery priest,2025-09-06 04:20:12,,1,a20ba401-a73b-49ac-a0e9-66b20be2eb3e,payah udah berlangganan satu tahun tp ada episode yang gabisa di tonton di drama the fiery priest,"['payah', 'udah', 'berlangganan', 'satu', 'tahun', 'tp', 'ada', 'episode', 'yang', 'gabisa', 'di', 'tonton', 'di', 'drama', 'the', 'fiery', 'priest']","['payah', 'udah', 'berlangganan', 'satu', 'tahun', 'tp', 'ada', 'episod', 'yang', 'gabisa', 'di', 'tonton', 'di', 'drama', 'the', 'fieri', 'priest']","['payah', 'udah', 'berlangganan', 'satu', 'tahun', 'tp', 'ada', 'episod', 'yang', 'gabisa', 'di', 'tonton', 'di', 'drama', 'fieri', 'priest']",payah udah berlangganan satu tahun ada episod yang gabisa tonton drama fieri priest,"[('payah', 'udah'), ('udah', 'berlangganan'), ('berlangganan', 'satu'), ('satu', 'tahun'), ('tahun', 'tp'), ('tp', 'ada'), ('ada', 'episod'), ('episod', 'yang'), ('yang', 'gabisa'), ('gabisa', 'di'), ('di', 'tonton'), ('tonton', 'di'), ('di', 'drama'), ('drama', 'fieri'), ('fieri', 'priest')]","[('payah', 'udah', 'berlangganan'), ('udah', 'berlangganan', 'satu'), ('berlangganan', 'satu', 'tahun'), ('satu', 'tahun', 'tp'), ('tahun', 'tp', 'ada'), ('tp', 'ada', 'episod'), ('ada', 'episod', 'yang'), ('episod', 'yang', 'gabisa'), ('yang', 'gabisa', 'di'), ('gabisa', 'di', 'tonton'), ('di', 'tonton', 'di'), ('tonton', 'di', 'drama'), ('di', 'drama', 'fieri'), ('drama', 'fieri', 'priest')]"
ahmad miqdad,1,"tolong netflix akun sy ternyata sdh tidak aktif, dan skrg sy sdh beli pake melalui aplikasi my telkomsel tpi kendalanya tidak bs login di aplikasi netflix, tiap mau login di alihkan jenis berlangganan padahal sy sdh beli paket",2025-09-06 03:57:15,,4,d8e7bb40-b87d-4a00-8af5-312e9b967433,"tolong netflix akun sy ternyata sdh tidak aktif, dan skrg sy sdh beli pake melalui aplikasi my telkomsel tpi kendalanya tidak bs login di aplikasi netflix, tiap mau login di alihkan jenis berlangganan padahal sy sdh beli paket","['tolong', 'netflix', 'akun', 'sy', 'ternyata', 'sdh', 'tidak', 'aktif', ',', 'dan', 'skrg', 'sy', 'sdh', 'beli', 'pake', 'melalui', 'aplikasi', 'my', 'telkomsel', 'tpi', 'kendalanya', 'tidak', 'bs', 'login', 'di', 'aplikasi', 'netflix', ',', 'tiap', 'mau', 'login', 'di', 'alihkan', 'jenis', 'berlangganan', 'padahal', 'sy', 'sdh', 'beli', 'paket']","['tolong', 'netflix', 'akun', 'sy', 'ternyata', 'sdh', 'tidak', 'aktif', ',', 'dan', 'skrg', 'sy', 'sdh', 'beli', 'pake', 'melalui', 'aplikasi', 'my', 'telkomsel', 'tpi', 'kendalanya', 'tidak', 'bs', 'login', 'di', 'aplikasi', 'netflix', ',', 'tiap', 'mau', 'login', 'di', 'alihkan', 'jeni', 'berlangganan', 'padah', 'sy', 'sdh', 'beli', 'paket']","['tolong', 'netflix', 'akun', 'sy', 'ternyata', 'sdh', 'tidak', 'aktif', 'dan', 'skrg', 'sy', 'sdh', 'beli', 'pake', 'melalui', 'aplikasi', 'telkomsel', 'tpi', 'kendalanya', 'tidak', 'bs', 'login', 'di', 'aplikasi', 'netflix', 'tiap', 'mau', 'login', 'di', 'alihkan', 'jeni', 'berlangganan', 'padah', 'sy', 'sdh', 'beli', 'paket']",tolong netflix akun ternyata sdh tidak aktif dan skrg sdh beli pake melalui aplikasi telkomsel tpi kendalanya tidak login aplikasi netflix tiap mau login alihkan jeni berlangganan padah sdh beli paket,"[('tolong', 'netflix'), ('netflix', 'akun'), ('akun', 'sy'), ('sy', 'ternyata'), ('ternyata', 'sdh'), ('sdh', 'tidak'), ('tidak', 'aktif'), ('aktif', 'dan'), ('dan', 'skrg'), ('skrg', 'sy'), ('sy', 'sdh'), ('sdh', 'beli'), ('beli', 'pake'), ('pake', 'melalui'), ('melalui', 'aplikasi'), ('aplikasi', 'telkomsel'), ('telkomsel', 'tpi'), ('tpi', 'kendalanya'), ('kendalanya', 'tidak'), ('tidak', 'bs'), ('bs', 'login'), ('login', 'di'), ('di', 'aplikasi'), ('aplikasi', 'netflix'), ('netflix', 'tiap'), ('tiap', 'mau'), ('mau', 'login'), ('login', 'di'), ('di', 'alihkan'), ('alihkan', 'jeni'), ('jeni', 'berlangganan'), ('berlangganan', 'padah'), ('padah', 'sy'), ('sy', 'sdh'), ('sdh', 'beli'), ('beli', 'paket')]","[('tolong', 'netflix', 'akun'), ('netflix', 'akun', 'sy'), ('akun', 'sy', 'ternyata'), ('sy', 'ternyata', 'sdh'), ('ternyata', 'sdh', 'tidak'), ('sdh', 'tidak', 'aktif'), ('tidak', 'aktif', 'dan'), ('aktif', 'dan', 'skrg'), ('dan', 'skrg', 'sy'), ('skrg', 'sy', 'sdh'), ('sy', 'sdh', 'beli'), ('sdh', 'beli', 'pake'), ('beli', 'pake', 'melalui'), ('pake', 'melalui', 'aplikasi'), ('melalui', 'aplikasi', 'telkomsel'), ('aplikasi', 'telkomsel', 'tpi'), ('telkomsel', 'tpi', 'kendalanya'), ('tpi', 'kendalanya', 'tidak'), ('kendalanya', 'tidak', 'bs'), ('tidak', 'bs', 'login'), ('bs', 'login', 'di'), ('login', 'di', 'aplikasi'), ('di', 'aplikasi', 'netflix'), ('aplikasi', 'netflix', 'tiap'), ('netflix', 'tiap', 'mau'), ('tiap', 'mau', 'login'), ('mau', 'login', 'di'), ('login', 'di', 'alihkan'), ('di', 'alihkan', 'jeni'), ('alihkan', 'jeni', 'berlangganan'), ('jeni', 'berlangganan', 'padah'), ('berlangganan', 'padah', 'sy'), ('padah', 'sy', 'sdh'), ('sy', 'sdh', 'beli'), ('sdh', 'beli', 'paket')]"
Gifty Girsang,1,"pas mau nonton, banyak orang yang login di akun",2025-09-06 03:55:56,,0,f7908e63-1d0a-4af3-b72e-5a01b7c303c7,"pas mau nonton, banyak orang yang login di akun","['pas', 'mau', 'nonton', ',', 'banyak', 'orang', 'yang', 'login', 'di', 'akun']","['pa', 'mau', 'nonton', ',', 'banyak', 'orang', 'yang', 'login', 'di', 'akun']","['pa', 'mau', 'nonton', 'banyak', 'orang', 'yang', 'login', 'di', 'akun']",mau nonton banyak orang yang login akun,"[('pa', 'mau'), ('mau', 'nonton'), ('nonton', 'banyak'), ('banyak', 'orang'), ('orang', 'yang'), ('yang', 'login'), ('login', 'di'), ('di', 'akun')]","[('pa', 'mau', 'nonton'), ('mau', 'nonton', 'banyak'), ('nonton', 'banyak', 'orang'), ('banyak', 'orang', 'yang'), ('orang', 'yang', 'login'), ('yang', 'login', 'di'), ('login', 'di', 'akun')]"
Lailatul atul,2,Masa masuk sandi salah terus padahal udh bener,2025-09-06 03:04:52,,0,4ecf76c3-6b65-4355-8efa-da98bdc888ae,masa masuk sandi salah terus padahal udh bener,"['Masa', 'masuk', 'sandi', 'salah', 'terus', 'padahal', 'udh', 'bener']","['masa', 'masuk', 'sandi', 'salah', 'teru', 'padah', 'udh', 'bener']","['masa', 'masuk', 'sandi', 'salah', 'teru', 'padah', 'udh', 'bener']",masa masuk sandi salah teru padah udh bener,"[('masa', 'masuk'), ('masuk', 'sandi'), ('sandi', 'salah'), ('salah', 'teru'), ('teru', 'padah'), ('padah', 'udh'), ('udh', 'bener')]","[('masa', 'masuk', 'sandi'), ('masuk', 'sandi', 'salah'), ('sandi', 'salah', 'teru'), ('salah', 'teru', 'padah'), ('teru', 'padah', 'udh'), ('padah', 'udh', 'bener')]"
Avian Kevin,5,netflix keren,2025-09-06 01:46:51,,0,62a12349-d891-4aa6-b3db-c153efd2c9ea,netflix keren,"['netflix', 'keren']","['netflix', 'keren']","['netflix', 'keren']",netflix keren,"[('netflix', 'keren')]",[]
Muhammad Hanif,5,salamun'alaikum bimashobartum dari sisi Allah SWT,2025-09-06 00:16:29,,0,3052e4bc-59ac-4208-8e43-7b018daa88ca,salamun'alaikum bimashobartum dari sisi allah swt,"[""salamun'alaikum"", 'bimashobartum', 'dari', 'sisi', 'Allah', 'SWT']","[""salamun'alaikum"", 'bimashobartum', 'dari', 'sisi', 'allah', 'swt']","['bimashobartum', 'dari', 'sisi', 'allah', 'swt']",bimashobartum dari sisi allah swt,"[('bimashobartum', 'dari'), ('dari', 'sisi'), ('sisi', 'allah'), ('allah', 'swt')]","[('bimashobartum', 'dari', 'sisi'), ('dari', 'sisi', 'allah'), ('sisi', 'allah', 'swt')]"
Kelpin 14,1,"kenapa akhir"" ini flem sakamoto days kita cari gk ada padahal sebelumnya ada",2025-09-05 19:11:30,,0,f65fef61-6df9-47f4-b0ef-116d9472fe9d,"kenapa akhir"" ini flem sakamoto days kita cari gk ada padahal sebelumnya ada","['kenapa', 'akhir', ""''"", 'ini', 'flem', 'sakamoto', 'days', 'kita', 'cari', 'gk', 'ada', 'padahal', 'sebelumnya', 'ada']","['kenapa', 'akhir', ""''"", 'ini', 'flem', 'sakamoto', 'day', 'kita', 'cari', 'gk', 'ada', 'padah', 'sebelumnya', 'ada']","['kenapa', 'akhir', 'ini', 'flem', 'sakamoto', 'day', 'kita', 'cari', 'gk', 'ada', 'padah', 'sebelumnya', 'ada']",kenapa akhir ini flem sakamoto day kita cari ada padah sebelumnya ada,"[('kenapa', 'akhir'), ('akhir', 'ini'), ('ini', 'flem'), ('flem', 'sakamoto'), ('sakamoto', 'day'), ('day', 'kita'), ('kita', 'cari'), ('cari', 'gk'), ('gk', 'ada'), ('ada', 'padah'), ('padah', 'sebelumnya'), ('sebelumnya', 'ada')]","[('kenapa', 'akhir', 'ini'), ('akhir', 'ini', 'flem'), ('ini', 'flem', 'sakamoto'), ('flem', 'sakamoto', 'day'), ('sakamoto', 'day', 'kita'), ('day', 'kita', 'cari'), ('kita', 'cari', 'gk'), ('cari', 'gk', 'ada'), ('gk', 'ada', 'padah'), ('ada', 'padah', 'sebelumnya'), ('padah', 'sebelumnya', 'ada')]"
Imam Wahyu,5,ok,2025-09-05 18:42:26,,0,b5f1f3b6-fda3-4af6-8ef9-d6d4dbe3ae44,ok,['ok'],['ok'],['ok'],,[],[]
Khaerul Arbani,4,Film yang di tampilkan sangat bagus cuma kecewa dengan hasil penelusuran banyak film yang di cari tidak ada.,2025-09-05 16:55:45,,1,3a2e0533-c93a-46d0-b3ce-968468787afa,film yang di tampilkan sangat bagus cuma kecewa dengan hasil penelusuran banyak film yang di cari tidak ada.,"['Film', 'yang', 'di', 'tampilkan', 'sangat', 'bagus', 'cuma', 'kecewa', 'dengan', 'hasil', 'penelusuran', 'banyak', 'film', 'yang', 'di', 'cari', 'tidak', 'ada', '.']","['film', 'yang', 'di', 'tampilkan', 'sangat', 'bagu', 'cuma', 'kecewa', 'dengan', 'hasil', 'penelusuran', 'banyak', 'film', 'yang', 'di', 'cari', 'tidak', 'ada', '.']","['film', 'yang', 'di', 'tampilkan', 'sangat', 'bagu', 'cuma', 'kecewa', 'dengan', 'hasil', 'penelusuran', 'banyak', 'film', 'yang', 'di', 'cari', 'tidak', 'ada']",film yang tampilkan sangat bagu cuma kecewa dengan hasil penelusuran banyak film yang cari tidak ada,"[('film', 'yang'), ('yang', 'di'), ('di', 'tampilkan'), ('tampilkan', 'sangat'), ('sangat', 'bagu'), ('bagu', 'cuma'), ('cuma', 'kecewa'), ('kecewa', 'dengan'), ('dengan', 'hasil'), ('hasil', 'penelusuran'), ('penelusuran', 'banyak'), ('banyak', 'film'), ('film', 'yang'), ('yang', 'di'), ('di', 'cari'), ('cari', 'tidak'), ('tidak', 'ada')]","[('film', 'yang', 'di'), ('yang', 'di', 'tampilkan'), ('di', 'tampilkan', 'sangat'), ('tampilkan', 'sangat', 'bagu'), ('sangat', 'bagu', 'cuma'), ('bagu', 'cuma', 'kecewa'), ('cuma', 'kecewa', 'dengan'), ('kecewa', 'dengan', 'hasil'), ('dengan', 'hasil', 'penelusuran'), ('hasil', 'penelusuran', 'banyak'), ('penelusuran', 'banyak', 'film'), ('banyak', 'film', 'yang'), ('film', 'yang', 'di'), ('yang', 'di', 'cari'), ('di', 'cari', 'tidak'), ('cari', 'tidak', 'ada')]"
Faizal Aditia,1,terlalu ribet login nya padahal udah bayar eh malah balik ke halaman sebelum nya udah coba 10 sama aja,2025-09-05 16:43:27,,0,c0265df3-60d2-40d0-917f-59943dcce423,terlalu ribet login nya padahal udah bayar eh malah balik ke halaman sebelum nya udah coba 10 sama aja,"['terlalu', 'ribet', 'login', 'nya', 'padahal', 'udah', 'bayar', 'eh', 'malah', 'balik', 'ke', 'halaman', 'sebelum', 'nya', 'udah', 'coba', '10', 'sama', 'aja']","['terlalu', 'ribet', 'login', 'nya', 'padah', 'udah', 'bayar', 'eh', 'malah', 'balik', 'ke', 'halaman', 'sebelum', 'nya', 'udah', 'coba', '10', 'sama', 'aja']","['terlalu', 'ribet', 'login', 'nya', 'padah', 'udah', 'bayar', 'eh', 'malah', 'balik', 'ke', 'halaman', 'sebelum', 'nya', 'udah', 'coba', '10', 'sama', 'aja']",terlalu ribet login nya padah udah bayar malah balik halaman sebelum nya udah coba sama aja,"[('terlalu', 'ribet'), ('ribet', 'login'), ('login', 'nya'), ('nya', 'padah'), ('padah', 'udah'), ('udah', 'bayar'), ('bayar', 'eh'), ('eh', 'malah'), ('malah', 'balik'), ('balik', 'ke'), ('ke', 'halaman'), ('halaman', 'sebelum'), ('sebelum', 'nya'), ('nya', 'udah'), ('udah', 'coba'), ('coba', '10'), ('10', 'sama'), ('sama', 'aja')]","[('terlalu', 'ribet', 'login'), ('ribet', 'login', 'nya'), ('login', 'nya', 'padah'), ('nya', 'padah', 'udah'), ('padah', 'udah', 'bayar'), ('udah', 'bayar', 'eh'), ('bayar', 'eh', 'malah'), ('eh', 'malah', 'balik'), ('malah', 'balik', 'ke'), ('balik', 'ke', 'halaman'), ('ke', 'halaman', 'sebelum'), ('halaman', 'sebelum', 'nya'), ('sebelum', 'nya', 'udah'), ('nya', 'udah', 'coba'), ('udah', 'coba', '10'), ('coba', '10', 'sama'), ('10', 'sama', 'aja')]"
CHANNEL DESA,1,sering update terus jadi saya sudah bayar dan tidak bisa di buka lewat tv android box payah nih Netflix kalau bisa versi yang lawas lawas saja gpp kan tidak semua pelanggan/anggota Netflix mempunyai perangkat dan android box yang versi terbaru jadi berpikirlah lebih jauh lagi Netflix saya sudah bayar dan tidak bisa di buka di tv android box 🤦🏻‍♂️ parah,2025-09-05 16:28:42,,8,3eaa8c65-0401-40a2-ac43-faa238a78742,sering update terus jadi saya sudah bayar dan tidak bisa di buka lewat tv android box payah nih netflix kalau bisa versi yang lawas lawas saja gpp kan tidak semua pelanggan/anggota netflix mempunyai perangkat dan android box yang versi terbaru jadi berpikirlah lebih jauh lagi netflix saya sudah bayar dan tidak bisa di buka di tv android box 🤦🏻‍♂️ parah,"['sering', 'update', 'terus', 'jadi', 'saya', 'sudah', 'bayar', 'dan', 'tidak', 'bisa', 'di', 'buka', 'lewat', 'tv', 'android', 'box', 'payah', 'nih', 'Netflix', 'kalau', 'bisa', 'versi', 'yang', 'lawas', 'lawas', 'saja', 'gpp', 'kan', 'tidak', 'semua', 'pelanggan/anggota', 'Netflix', 'mempunyai', 'perangkat', 'dan', 'android', 'box', 'yang', 'versi', 'terbaru', 'jadi', 'berpikirlah', 'lebih', 'jauh', 'lagi', 'Netflix', 'saya', 'sudah', 'bayar', 'dan', 'tidak', 'bisa', 'di', 'buka', 'di', 'tv', 'android', 'box', '🤦🏻\u200d♂️', 'parah']","['sere', 'updat', 'teru', 'jadi', 'saya', 'sudah', 'bayar', 'dan', 'tidak', 'bisa', 'di', 'buka', 'lewat', 'tv', 'android', 'box', 'payah', 'nih', 'netflix', 'kalau', 'bisa', 'versi', 'yang', 'lawa', 'lawa', 'saja', 'gpp', 'kan', 'tidak', 'semua', 'pelanggan/anggota', 'netflix', 'mempunyai', 'perangkat', 'dan', 'android', 'box', 'yang', 'versi', 'terbaru', 'jadi', 'berpikirlah', 'lebih', 'jauh', 'lagi', 'netflix', 'saya', 'sudah', 'bayar', 'dan', 'tidak', 'bisa', 'di', 'buka', 'di', 'tv', 'android', 'box', '🤦🏻\u200d♂️', 'parah']","['sere', 'updat', 'teru', 'jadi', 'saya', 'sudah', 'bayar', 'dan', 'tidak', 'bisa', 'di', 'buka', 'lewat', 'tv', 'android', 'box', 'payah', 'nih', 'netflix', 'kalau', 'bisa', 'versi', 'yang', 'lawa', 'lawa', 'saja', 'gpp', 'kan', 'tidak', 'semua', 'netflix', 'mempunyai', 'perangkat', 'dan', 'android', 'box', 'yang', 'versi', 'terbaru', 'jadi', 'berpikirlah', 'lebih', 'jauh', 'lagi', 'netflix', 'saya', 'sudah', 'bayar', 'dan', 'tidak', 'bisa', 'di', 'buka', 'di', 'tv', 'android', 'box', 'parah']",sere updat teru jadi saya sudah bayar dan tidak bisa buka lewat android box payah nih netflix kalau bisa versi yang lawa lawa saja gpp kan tidak semua netflix mempunyai perangkat dan android box yang versi terbaru jadi berpikirlah lebih jauh lagi netflix saya sudah bayar dan tidak bisa buka android box parah,"[('sere', 'updat'), ('updat', 'teru'), ('teru', 'jadi'), ('jadi', 'saya'), ('saya', 'sudah'), ('sudah', 'bayar'), ('bayar', 'dan'), ('dan', 'tidak'), ('tidak', 'bisa'), ('bisa', 'di'), ('di', 'buka'), ('buka', 'lewat'), ('lewat', 'tv'), ('tv', 'android'), ('android', 'box'), ('box', 'payah'), ('payah', 'nih'), ('nih', 'netflix'), ('netflix', 'kalau'), ('kalau', 'bisa'), ('bisa', 'versi'), ('versi', 'yang'), ('yang', 'lawa'), ('lawa', 'lawa'), ('lawa', 'saja'), ('saja', 'gpp'), ('gpp', 'kan'), ('kan', 'tidak'), ('tidak', 'semua'), ('semua', 'netflix'), ('netflix', 'mempunyai'), ('mempunyai', 'perangkat'), ('perangkat', 'dan'), ('dan', 'android'), ('android', 'box'), ('box', 'yang'), ('yang', 'versi'), ('versi', 'terbaru'), ('terbaru', 'jadi'), ('jadi', 'berpikirlah'), ('berpikirlah', 'lebih'), ('lebih', 'jauh'), ('jauh', 'lagi'), ('lagi', 'netflix'), ('netflix', 'saya'), ('saya', 'sudah'), ('sudah', 'bayar'), ('bayar', 'dan'), ('dan', 'tidak'), ('tidak', 'bisa'), ('bisa', 'di'), ('di', 'buka'), ('buka', 'di'), ('di', 'tv'), ('tv', 'android'), ('android', 'box'), ('box', 'parah')]","[('sere', 'updat', 'teru'), ('updat', 'teru', 'jadi'), ('teru', 'jadi', 'saya'), ('jadi', 'saya', 'sudah'), ('saya', 'sudah', 'bayar'), ('sudah', 'bayar', 'dan'), ('bayar', 'dan', 'tidak'), ('dan', 'tidak', 'bisa'), ('tidak', 'bisa', 'di'), ('bisa', 'di', 'buka'), ('di', 'buka', 'lewat'), ('buka', 'lewat', 'tv'), ('lewat', 'tv', 'android'), ('tv', 'android', 'box'), ('android', 'box', 'payah'), ('box', 'payah', 'nih'), ('payah', 'nih', 'netflix'), ('nih', 'netflix', 'kalau'), ('netflix', 'kalau', 'bisa'), ('kalau', 'bisa', 'versi'), ('bisa', 'versi', 'yang'), ('versi', 'yang', 'lawa'), ('yang', 'lawa', 'lawa'), ('lawa', 'lawa', 'saja'), ('lawa', 'saja', 'gpp'), ('saja', 'gpp', 'kan'), ('gpp', 'kan', 'tidak'), ('kan', 'tidak', 'semua'), ('tidak', 'semua', 'netflix'), ('semua', 'netflix', 'mempunyai'), ('netflix', 'mempunyai', 'perangkat'), ('mempunyai', 'perangkat', 'dan'), ('perangkat', 'dan', 'android'), ('dan', 'android', 'box'), ('android', 'box', 'yang'), ('box', 'yang', 'versi'), ('yang', 'versi', 'terbaru'), ('versi', 'terbaru', 'jadi'), ('terbaru', 'jadi', 'berpikirlah'), ('jadi', 'berpikirlah', 'lebih'), ('berpikirlah', 'lebih', 'jauh'), ('lebih', 'jauh', 'lagi'), ('jauh', 'lagi', 'netflix'), ('lagi', 'netflix', 'saya'), ('netflix', 'saya', 'sudah'), ('saya', 'sudah', 'bayar'), ('sudah', 'bayar', 'dan'), ('bayar', 'dan', 'tidak'), ('dan', 'tidak', 'bisa'), ('tidak', 'bisa', 'di'), ('bisa', 'di', 'buka'), ('di', 'buka', 'di'), ('buka', 'di', 'tv'), ('di', 'tv', 'android'), ('tv', 'android', 'box'), ('android', 'box', 'parah')]"
Sukarman Blt,5,bagus,2025-09-05 16:20:12,,0,b6b479a2-b1d7-4760-8c82-8e1a807028d9,bagus,['bagus'],['bagu'],['bagu'],bagu,[],[]
Riswar Riswar,5,Sangat bagus untuk hiburan semua orang,2025-09-05 15:56:32,,0,3ad7088d-4e25-464a-9471-fb9f48af2f5f,sangat bagus untuk hiburan semua orang,"['Sangat', 'bagus', 'untuk', 'hiburan', 'semua', 'orang']","['sangat', 'bagu', 'untuk', 'hiburan', 'semua', 'orang']","['sangat', 'bagu', 'untuk', 'hiburan', 'semua', 'orang']",sangat bagu untuk hiburan semua orang,"[('sangat', 'bagu'), ('bagu', 'untuk'), ('untuk', 'hiburan'), ('hiburan', 'semua'), ('semua', 'orang')]","[('sangat', 'bagu', 'untuk'), ('bagu', 'untuk', 'hiburan'), ('untuk', 'hiburan', 'semua'), ('hiburan', 'semua', 'orang')]"
YUSNI Jn,5,keren,2025-09-05 15:49:40,,0,8f9ac743-7235-4109-9455-6d6a7169a96d,keren,['keren'],['keren'],['keren'],keren,[],[]
Gina Junia Rosdiana,1,mau daftar susah bgt,2025-09-05 13:08:51,,0,b7004359-01da-4b49-97b7-0eb6d4caaea5,mau daftar susah bgt,"['mau', 'daftar', 'susah', 'bgt']","['mau', 'daftar', 'susah', 'bgt']","['mau', 'daftar', 'susah', 'bgt']",mau daftar susah bgt,"[('mau', 'daftar'), ('daftar', 'susah'), ('susah', 'bgt')]","[('mau', 'daftar', 'susah'), ('daftar', 'susah', 'bgt')]"
